change_id,issue_id,description,status,created_at
EC-02406,QI-08389,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-08-27
EC-02407,QI-09362,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-05-27
EC-02408,QI-05152,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-03-27
EC-02409,QI-06266,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-08-23
EC-02410,QI-08697,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-07-05
EC-02411,QI-06770,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-02-03
EC-02412,QI-07196,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-06-20
EC-02413,QI-01612,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-04-02
EC-02414,QI-09091,Engineering change addressing: material hardness below specification,in_progress,2026-08-23
EC-02415,QI-07269,Engineering change addressing: surface finish outside specification,approved,2026-01-10
EC-02416,QI-10909,Engineering change addressing: surface finish outside specification,implemented,2026-02-11
EC-02417,QI-04913,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-02-13
EC-02418,QI-03591,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-05-21
EC-02419,QI-08354,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-05-25
EC-02420,QI-05836,Engineering change addressing: material hardness below specification,implemented,2026-02-03
EC-02421,QI-07197,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-08-28
EC-02422,QI-07337,Engineering change addressing: surface finish outside specification,approved,2026-06-23
EC-02423,QI-07159,Engineering change addressing: material hardness below specification,approved,2026-05-20
EC-02424,QI-09830,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-05-09
EC-02425,QI-08101,Engineering change addressing: material hardness below specification,approved,2026-07-05
EC-02426,QI-02883,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-04-08
EC-02427,QI-02497,Engineering change addressing: material hardness below specification,proposed,2026-04-10
EC-02428,QI-02958,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-01-17
EC-02429,QI-02584,Engineering change addressing: surface finish outside specification,implemented,2026-07-21
EC-02430,QI-05737,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-05-08
EC-02431,QI-00521,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-08-27
EC-02432,QI-01135,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-01-01
EC-02433,QI-11201,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-01-19
EC-02434,QI-09114,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-07-07
EC-02435,QI-07705,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-08-19
EC-02436,QI-11297,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-06-14
EC-02437,QI-04953,Engineering change addressing: surface finish outside specification,approved,2026-08-11
EC-02438,QI-04737,Engineering change addressing: material hardness below specification,approved,2026-02-02
EC-02439,QI-11756,Engineering change addressing: surface finish outside specification,in_progress,2026-08-28
EC-02440,QI-03417,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-06-06
EC-02441,QI-09604,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-04-03
EC-02442,QI-07202,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-02-04
EC-02443,QI-08430,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-02-05
EC-02444,QI-03021,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-07-12
EC-02445,QI-05172,Engineering change addressing: surface finish outside specification,approved,2026-08-22
EC-02446,QI-10240,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-02-18
EC-02447,QI-09634,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-07-25
EC-02448,QI-03519,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-05-18
EC-02449,QI-03488,Engineering change addressing: surface finish outside specification,approved,2026-04-06
EC-02450,QI-05781,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-03-22
EC-02451,QI-07145,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-07-01
EC-02452,QI-07506,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-04-14
EC-02453,QI-04130,Engineering change addressing: seal leakage detected during pressure test,approved,2026-06-17
EC-02454,QI-07595,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-02-17
EC-02455,QI-02071,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-04-09
EC-02456,QI-05834,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-06-14
EC-02457,QI-03688,Engineering change addressing: surface finish outside specification,proposed,2026-07-27
EC-02458,QI-04210,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-05-02
EC-02459,QI-03220,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-07-13
EC-02460,QI-06446,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-02-19
EC-02461,QI-05403,Engineering change addressing: surface finish outside specification,in_progress,2026-06-24
EC-02462,QI-09983,Engineering change addressing: seal leakage detected during pressure test,approved,2026-05-06
EC-02463,QI-02796,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-08-02
EC-02464,QI-03489,Engineering change addressing: surface finish outside specification,implemented,2026-01-11
EC-02465,QI-05283,Engineering change addressing: surface finish outside specification,proposed,2026-08-20
EC-02466,QI-11070,Engineering change addressing: seal leakage detected during pressure test,approved,2026-01-14
EC-02467,QI-02794,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-01-22
EC-02468,QI-09004,Engineering change addressing: material hardness below specification,in_progress,2026-06-12
EC-02469,QI-06562,Engineering change addressing: material hardness below specification,in_progress,2026-02-27
EC-02470,QI-09952,Engineering change addressing: seal leakage detected during pressure test,approved,2026-03-14
EC-02471,QI-11813,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-05-07
EC-02472,QI-10819,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-04-20
EC-02473,QI-05948,Engineering change addressing: material hardness below specification,proposed,2026-07-24
EC-02474,QI-03131,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-06-07
EC-02475,QI-05149,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-02-06
EC-02476,QI-09099,Engineering change addressing: material hardness below specification,proposed,2026-04-19
EC-02477,QI-06161,Engineering change addressing: seal leakage detected during pressure test,approved,2026-08-27
EC-02478,QI-08296,Engineering change addressing: surface finish outside specification,implemented,2026-08-24
EC-02479,QI-07993,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-07-06
EC-02480,QI-10979,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-08-13
EC-02481,QI-02965,Engineering change addressing: material hardness below specification,proposed,2026-06-20
EC-02482,QI-02664,Engineering change addressing: surface finish outside specification,in_progress,2026-06-05
