issue_id,part_id,factory_id,summary,severity,status,defect_rate_percent,detected_at
QI-07114,PART-03272,FAC-010,Dimensional deviation detected during incoming inspection,medium,open,2.38,2026-01-12
QI-07115,PART-02099,FAC-030,Surface finish outside specification,medium,investigating,2.67,2026-06-08
QI-07116,PART-01019,FAC-015,Intermittent sensor reading failure under load,critical,resolved,9.96,2026-01-08
QI-07117,PART-03336,FAC-027,Seal leakage detected during pressure test,low,investigating,10.35,2026-04-24
QI-07118,PART-03172,FAC-005,Material hardness below specification,low,investigating,7.94,2026-07-24
QI-07119,PART-00221,FAC-001,Intermittent sensor reading failure under load,critical,resolved,3.24,2026-04-27
QI-07120,PART-03969,FAC-017,Seal leakage detected during pressure test,medium,engineering_review,3.9,2026-07-19
QI-07121,PART-03248,FAC-014,Intermittent sensor reading failure under load,medium,investigating,2.29,2026-05-08
QI-07122,PART-04251,FAC-005,Seal leakage detected during pressure test,low,open,2.22,2026-08-01
QI-07123,PART-03656,FAC-002,Dimensional deviation detected during incoming inspection,medium,investigating,9.81,2026-06-05
QI-07124,PART-03118,FAC-016,Fastener torque inconsistency observed on assembly line,high,engineering_review,3.31,2026-02-24
QI-07125,PART-03218,FAC-005,Fastener torque inconsistency observed on assembly line,medium,resolved,10.25,2026-05-27
QI-07126,PART-04560,FAC-033,Fastener torque inconsistency observed on assembly line,critical,investigating,1.98,2026-02-04
QI-07127,PART-01646,FAC-024,Surface finish outside specification,high,resolved,9.56,2026-06-12
QI-07128,PART-04478,FAC-005,Intermittent sensor reading failure under load,critical,investigating,0.89,2026-01-04
QI-07129,PART-04770,FAC-021,Intermittent sensor reading failure under load,low,open,11.12,2026-01-25
QI-07130,PART-01764,FAC-007,Dimensional deviation detected during incoming inspection,high,resolved,6.42,2026-08-10
QI-07131,PART-00680,FAC-005,Surface finish outside specification,high,engineering_review,3.87,2026-05-07
QI-07132,PART-03484,FAC-002,Intermittent sensor reading failure under load,high,resolved,1.48,2026-04-22
QI-07133,PART-01761,FAC-037,Material hardness below specification,high,open,9.84,2026-01-19
QI-07134,PART-02177,FAC-001,Dimensional deviation detected during incoming inspection,high,investigating,5.76,2026-01-13
QI-07135,PART-01551,FAC-024,Intermittent sensor reading failure under load,high,engineering_review,7.57,2026-07-20
QI-07136,PART-04076,FAC-014,Surface finish outside specification,high,open,4.37,2026-08-04
QI-07137,PART-03697,FAC-029,Surface finish outside specification,critical,investigating,2.04,2026-04-24
QI-07138,PART-04516,FAC-008,Material hardness below specification,low,resolved,4.45,2026-07-02
QI-07139,PART-01141,FAC-017,Material hardness below specification,critical,engineering_review,1.46,2026-06-01
QI-07140,PART-01030,FAC-009,Surface finish outside specification,low,engineering_review,4.03,2026-06-05
QI-07141,PART-01656,FAC-019,Material hardness below specification,high,engineering_review,0.37,2026-04-12
QI-07142,PART-04224,FAC-011,Seal leakage detected during pressure test,low,engineering_review,0.3,2026-08-26
QI-07143,PART-02578,FAC-029,Fastener torque inconsistency observed on assembly line,critical,resolved,8.26,2026-07-24
QI-07144,PART-03244,FAC-002,Dimensional deviation detected during incoming inspection,critical,open,11.09,2026-02-18
QI-07145,PART-02347,FAC-034,Fastener torque inconsistency observed on assembly line,critical,engineering_review,11.12,2026-07-01
QI-07146,PART-02083,FAC-012,Surface finish outside specification,critical,open,7.09,2026-04-27
QI-07147,PART-04648,FAC-017,Intermittent sensor reading failure under load,high,engineering_review,1.52,2026-06-20
QI-07148,PART-01982,FAC-030,Seal leakage detected during pressure test,critical,engineering_review,2.07,2026-01-19
QI-07149,PART-00495,FAC-029,Intermittent sensor reading failure under load,high,resolved,8.1,2026-07-26
QI-07150,PART-01090,FAC-024,Seal leakage detected during pressure test,low,investigating,6.31,2026-07-14
QI-07151,PART-03202,FAC-008,Seal leakage detected during pressure test,high,resolved,11.4,2026-08-22
QI-07152,PART-01732,FAC-017,Fastener torque inconsistency observed on assembly line,critical,resolved,0.2,2026-03-23
QI-07153,PART-03638,FAC-026,Seal leakage detected during pressure test,medium,open,6.59,2026-03-14
QI-07154,PART-01653,FAC-035,Seal leakage detected during pressure test,medium,open,1.16,2026-02-21
QI-07155,PART-04333,FAC-004,Surface finish outside specification,medium,engineering_review,1.43,2026-06-02
QI-07156,PART-03237,FAC-021,Seal leakage detected during pressure test,high,open,10.58,2026-02-09
QI-07157,PART-00423,FAC-019,Intermittent sensor reading failure under load,low,investigating,6.92,2026-05-01
QI-07158,PART-02799,FAC-011,Dimensional deviation detected during incoming inspection,medium,resolved,10.75,2026-01-27
QI-07159,PART-01721,FAC-004,Material hardness below specification,medium,open,8.96,2026-05-20
QI-07160,PART-04596,FAC-010,Surface finish outside specification,medium,open,9.89,2026-04-12
QI-07161,PART-02137,FAC-035,Fastener torque inconsistency observed on assembly line,critical,investigating,3.39,2026-01-15
QI-07162,PART-01729,FAC-026,Intermittent sensor reading failure under load,low,resolved,7.73,2026-06-01
QI-07163,PART-04500,FAC-022,Intermittent sensor reading failure under load,high,resolved,11.45,2026-01-22
QI-07164,PART-02556,FAC-026,Dimensional deviation detected during incoming inspection,high,engineering_review,2.49,2026-04-24
QI-07165,PART-04660,FAC-004,Seal leakage detected during pressure test,medium,resolved,2.0,2026-08-18
QI-07166,PART-04452,FAC-024,Dimensional deviation detected during incoming inspection,critical,investigating,10.17,2026-02-02
QI-07167,PART-01232,FAC-022,Fastener torque inconsistency observed on assembly line,critical,engineering_review,10.62,2026-02-12
QI-07168,PART-04792,FAC-003,Fastener torque inconsistency observed on assembly line,critical,resolved,11.78,2026-03-28
QI-07169,PART-01616,FAC-016,Dimensional deviation detected during incoming inspection,medium,resolved,2.05,2026-07-03
QI-07170,PART-00816,FAC-035,Seal leakage detected during pressure test,medium,open,8.25,2026-01-12
QI-07171,PART-03487,FAC-018,Seal leakage detected during pressure test,low,engineering_review,11.23,2026-02-13
QI-07172,PART-03602,FAC-021,Surface finish outside specification,critical,resolved,9.8,2026-08-20
QI-07173,PART-03039,FAC-010,Material hardness below specification,low,investigating,10.78,2026-08-17
QI-07174,PART-03226,FAC-008,Surface finish outside specification,high,open,9.26,2026-02-14
QI-07175,PART-02688,FAC-020,Intermittent sensor reading failure under load,critical,open,7.91,2026-01-24
QI-07176,PART-00533,FAC-002,Material hardness below specification,medium,open,3.08,2026-03-23
QI-07177,PART-04161,FAC-010,Dimensional deviation detected during incoming inspection,low,open,2.87,2026-01-12
QI-07178,PART-01262,FAC-006,Fastener torque inconsistency observed on assembly line,medium,resolved,7.84,2026-08-11
QI-07179,PART-01780,FAC-021,Fastener torque inconsistency observed on assembly line,critical,resolved,1.03,2026-02-04
QI-07180,PART-04031,FAC-007,Fastener torque inconsistency observed on assembly line,high,engineering_review,8.31,2026-01-14
QI-07181,PART-00893,FAC-026,Material hardness below specification,low,investigating,3.0,2026-08-24
QI-07182,PART-04781,FAC-009,Surface finish outside specification,medium,open,3.62,2026-03-14
QI-07183,PART-03945,FAC-009,Intermittent sensor reading failure under load,critical,engineering_review,2.6,2026-02-19
QI-07184,PART-04633,FAC-003,Seal leakage detected during pressure test,low,engineering_review,9.72,2026-07-13
QI-07185,PART-02652,FAC-037,Seal leakage detected during pressure test,high,investigating,11.75,2026-04-26
QI-07186,PART-03371,FAC-020,Fastener torque inconsistency observed on assembly line,medium,resolved,6.05,2026-08-18
QI-07187,PART-03308,FAC-003,Surface finish outside specification,high,investigating,10.31,2026-01-06
QI-07188,PART-00138,FAC-024,Intermittent sensor reading failure under load,high,open,1.43,2026-04-28
QI-07189,PART-04470,FAC-014,Intermittent sensor reading failure under load,low,open,8.44,2026-06-13
QI-07190,PART-04390,FAC-005,Intermittent sensor reading failure under load,medium,engineering_review,4.69,2026-06-01
QI-07191,PART-04223,FAC-022,Fastener torque inconsistency observed on assembly line,low,engineering_review,4.52,2026-02-08
QI-07192,PART-00523,FAC-003,Seal leakage detected during pressure test,medium,engineering_review,8.57,2026-04-13
QI-07193,PART-03213,FAC-022,Dimensional deviation detected during incoming inspection,critical,resolved,11.63,2026-01-15
QI-07194,PART-01680,FAC-020,Intermittent sensor reading failure under load,high,engineering_review,1.0,2026-05-18
QI-07195,PART-01566,FAC-018,Dimensional deviation detected during incoming inspection,medium,engineering_review,10.44,2026-08-19
QI-07196,PART-00657,FAC-001,Seal leakage detected during pressure test,medium,resolved,1.45,2026-06-20
QI-07197,PART-04302,FAC-017,Fastener torque inconsistency observed on assembly line,high,open,3.55,2026-08-28
QI-07198,PART-04841,FAC-005,Seal leakage detected during pressure test,medium,open,5.69,2026-02-21
QI-07199,PART-03971,FAC-004,Intermittent sensor reading failure under load,medium,resolved,10.26,2026-08-28
QI-07200,PART-01715,FAC-028,Fastener torque inconsistency observed on assembly line,medium,engineering_review,3.17,2026-05-16
QI-07201,PART-02328,FAC-034,Fastener torque inconsistency observed on assembly line,high,open,0.28,2026-06-23
QI-07202,PART-01519,FAC-005,Fastener torque inconsistency observed on assembly line,high,engineering_review,4.37,2026-02-04
QI-07203,PART-04688,FAC-008,Intermittent sensor reading failure under load,medium,investigating,8.79,2026-04-09
QI-07204,PART-01856,FAC-008,Seal leakage detected during pressure test,high,investigating,5.34,2026-04-16
QI-07205,PART-02906,FAC-002,Material hardness below specification,low,investigating,9.89,2026-01-18
QI-07206,PART-01414,FAC-022,Dimensional deviation detected during incoming inspection,low,investigating,2.92,2026-02-20
QI-07207,PART-04056,FAC-010,Seal leakage detected during pressure test,high,open,7.39,2026-04-25
QI-07208,PART-01003,FAC-036,Material hardness below specification,medium,engineering_review,1.21,2026-06-09
QI-07209,PART-00538,FAC-006,Surface finish outside specification,medium,engineering_review,9.51,2026-05-03
QI-07210,PART-01397,FAC-009,Seal leakage detected during pressure test,high,engineering_review,1.31,2026-06-28
QI-07211,PART-01684,FAC-038,Fastener torque inconsistency observed on assembly line,medium,engineering_review,1.95,2026-08-16
QI-07212,PART-03341,FAC-006,Dimensional deviation detected during incoming inspection,high,open,1.7,2026-07-21
QI-07213,PART-04542,FAC-011,Surface finish outside specification,high,engineering_review,10.15,2026-01-01
QI-07214,PART-03580,FAC-015,Material hardness below specification,low,open,5.13,2026-01-22
QI-07215,PART-03644,FAC-034,Intermittent sensor reading failure under load,low,engineering_review,2.82,2026-07-13
QI-07216,PART-01154,FAC-017,Surface finish outside specification,critical,resolved,11.15,2026-06-23
QI-07217,PART-00423,FAC-019,Seal leakage detected during pressure test,high,investigating,9.11,2026-07-07
QI-07218,PART-01165,FAC-006,Intermittent sensor reading failure under load,medium,resolved,0.97,2026-01-28
QI-07219,PART-02562,FAC-015,Material hardness below specification,high,open,6.49,2026-02-09
QI-07220,PART-04141,FAC-027,Dimensional deviation detected during incoming inspection,low,engineering_review,1.51,2026-05-09
QI-07221,PART-00758,FAC-026,Dimensional deviation detected during incoming inspection,low,resolved,10.15,2026-05-02
QI-07222,PART-03368,FAC-006,Dimensional deviation detected during incoming inspection,critical,resolved,11.06,2026-08-03
QI-07223,PART-02107,FAC-040,Fastener torque inconsistency observed on assembly line,high,investigating,6.76,2026-08-08
QI-07224,PART-03886,FAC-009,Surface finish outside specification,critical,investigating,2.88,2026-06-11
QI-07225,PART-04551,FAC-002,Intermittent sensor reading failure under load,medium,engineering_review,11.84,2026-06-08
QI-07226,PART-03903,FAC-030,Fastener torque inconsistency observed on assembly line,low,resolved,5.64,2026-02-08
QI-07227,PART-00480,FAC-011,Seal leakage detected during pressure test,critical,investigating,10.88,2026-04-16
QI-07228,PART-01101,FAC-033,Dimensional deviation detected during incoming inspection,high,engineering_review,3.19,2026-07-16
QI-07229,PART-02974,FAC-015,Fastener torque inconsistency observed on assembly line,low,resolved,9.64,2026-05-28
QI-07230,PART-04930,FAC-011,Dimensional deviation detected during incoming inspection,high,open,11.35,2026-04-10
QI-07231,PART-03601,FAC-008,Material hardness below specification,low,resolved,1.55,2026-04-20
QI-07232,PART-00668,FAC-034,Dimensional deviation detected during incoming inspection,high,open,8.1,2026-06-15
QI-07233,PART-02750,FAC-012,Surface finish outside specification,low,engineering_review,5.67,2026-07-14
QI-07234,PART-01075,FAC-004,Intermittent sensor reading failure under load,critical,open,8.29,2026-03-16
QI-07235,PART-01526,FAC-012,Dimensional deviation detected during incoming inspection,medium,engineering_review,2.61,2026-06-24
QI-07236,PART-02013,FAC-006,Intermittent sensor reading failure under load,high,resolved,0.15,2026-05-01
QI-07237,PART-04768,FAC-038,Intermittent sensor reading failure under load,low,resolved,0.48,2026-07-14
QI-07238,PART-00173,FAC-009,Intermittent sensor reading failure under load,high,resolved,4.3,2026-03-27
QI-07239,PART-02600,FAC-009,Fastener torque inconsistency observed on assembly line,high,open,9.54,2026-04-25
QI-07240,PART-02589,FAC-005,Fastener torque inconsistency observed on assembly line,critical,resolved,2.28,2026-01-04
QI-07241,PART-02794,FAC-039,Fastener torque inconsistency observed on assembly line,critical,investigating,11.93,2026-03-09
QI-07242,PART-02744,FAC-004,Dimensional deviation detected during incoming inspection,critical,engineering_review,3.89,2026-08-09
QI-07243,PART-02233,FAC-012,Fastener torque inconsistency observed on assembly line,critical,engineering_review,10.64,2026-04-03
QI-07244,PART-02194,FAC-008,Intermittent sensor reading failure under load,low,engineering_review,2.6,2026-08-06
QI-07245,PART-03552,FAC-008,Seal leakage detected during pressure test,medium,engineering_review,6.82,2026-02-05
QI-07246,PART-00344,FAC-034,Material hardness below specification,medium,investigating,2.93,2026-04-26
